dataset_idx,statement,generated_with,eval_text,eval_image,eval_both,unique_k
72,"Both scenes feature artistic, stylized depictions of objects - the first scene has embossed text and graphics, while the second scene has an artistic eagle statue.",both,both,both,both,72_2_0
72,"Both scenes incorporate elements of American iconography - the first scene has a hot dog cart and silhouettes of buildings, while the second scene features an eagle statue with the American flag design.",both,both,both,both,72_2_2
72,"Both scenes have a mix of text and visual elements - the first scene has the ""BABBLE"" and ""CHATTER"" text, while the second scene has the eagle statue.",both,both,both,both,72_2_4
72,"Both scenes have a backdrop or setting that provides context and depth to the main subject - the first scene has a blue-and-white spotted background, while the second scene has a partially obscured gray wall and reflections.",both,both,both,both,72_2_6
72,"Both scenes have a sense of depth and layering, with foreground and background elements creating a three-dimensional effect.",both,both,both,both,72_2_8
73,Both scenes depict a close-up view of a light switch.,text,both,both,both,73_0_0
73,"Both light switches are mounted on a wall, with one scene showing a wooden board and the other a textured beige wall.",text,both,both,both,73_0_1
73,"Both scenes include a label or text associated with the light switch, indicating the function of the switch (e.g., ""LIGHT / CEILING FAN"" and ""TRACK LIGHT"").",text,both,both,both,73_0_2
73,"The light switches in both scenes appear to be of a similar style, with one or more switches on the panel.",text,both,both,both,73_0_3
73,"Both scenes include some form of reflection or visual elements in the background, such as the reflection of windows and trees in the first scene.",text,both,both,both,73_0_4
73,Both images show light switches or controls mounted on a wall.,image,both,both,both,73_1_0
73,Both light switches/controls have a similar rectangular shape and white color.,image,both,both,both,73_1_1
73,"Both light switches/controls have labels indicating their function, such as ""Light"" and ""Ceiling Fan"" or ""Track Light"".",image,both,both,both,73_1_2
73,Both light switches/controls have a single toggle switch or button.,image,both,both,both,73_1_3
73,The mounting and installation of the light switches/controls appears to be similar in both images.,image,both,both,both,73_1_4
73,Both scenes depict light switch boards mounted on walls.,both,both,both,both,73_2_0
73,"Both light switch boards have labels indicating the function of the switches, such as ""LIGHT"" and ""CEILING FAN"" or ""TRACK LIGHT"".",both,both,both,both,73_2_1
73,The switches in both scenes appear to be standard toggle-style light switches.,both,both,both,both,73_2_2
73,The light switch boards are mounted on textured or wooden wall surfaces.,both,both,both,both,73_2_3
73,The light switch boards have a similar overall rectangular shape and design.,both,both,both,both,73_2_4
74,Both scenes feature wooden surfaces - the wooden deck in Scene 1 and the brown wooden surface in Scene 2.,text,both,both,both,74_0_0
74,Both scenes include elements related to nature or animals - the Capybara in Scene 1 and the cartoon hen head in Scene 2.,text,both,both,both,74_0_1
74,"Both scenes have a sense of calmness and relaxation - the Capybara reading a book and drinking coffee, and the puzzle piece with the hen head.",text,both,both,both,74_0_2
74,Both scenes have a sense of whimsy or playfulness - the Capybara poster and the cartoon hen head on the puzzle piece.,text,both,both,both,74_0_3
74,Both scenes have a sense of attention to detail - the various elements and textures in Scene 1 and the specific placement of the hen head in Scene 2.,text,both,both,both,74_0_4
74,"Both images feature wooden surfaces, with the first image showing a wooden deck or floor, and the second image showing a wooden table or surface.",image,both,both,both,74_1_0
74,"Both images contain colorful, whimsical elements - the first image has a cartoon-like capybara character, while the second image has a vibrant, patterned wooden puzzle piece.",image,both,both,both,74_1_2
74,"The lighting and overall tone of the images appear similar, with a warm, natural feel to the lighting.",image,both,both,both,74_1_4
74,"Both images have a sense of coziness and relaxation, with the capybara character reading a book in the first image, and the puzzle piece suggesting a playful, interactive element in the second image.",image,both,both,both,74_1_6
74,"The compositions of the images are similar, with the main subjects positioned centrally within the frame and surrounded by the wooden surfaces.",image,both,both,both,74_1_8
74,Both scenes feature wooden surfaces - the wooden deck in the first scene and the brown wooden surface in the second scene.,both,both,both,both,74_2_0
74,"Both scenes include elements of nature - the water and sky in the first scene, and the cartoon hen in the second scene.",both,both,both,both,74_2_2
74,"Both scenes have a sense of calmness and relaxation - the Capybara reading a book and drinking coffee in the first scene, and the puzzle piece with the hen resting on the wooden surface in the second scene.",both,both,both,both,74_2_4
74,"The color green is present in both scenes - the highlighter green cylindrical objects in the first scene, and the green elements in the cartoon hen in the second scene.",both,both,both,both,74_2_6
74,"Both scenes have a sense of whimsy and playfulness - the Capybara engaging in human activities in the first scene, and the cartoon hen design on the puzzle piece in the second scene.",both,both,both,both,74_2_8
75,Both scenes contain paintings or artwork on a wall or surface.,text,both,both,both,75_0_0
75,"Both scenes include depictions of animals, such as a butterfly and a giraffe in Scene 1, and a frog in Scene 2.",text,both,both,both,75_0_1
75,"Both scenes have text or labels associated with the artwork or objects, such as ""Boy"", ""Girl"", ""Butterfly"", and ""Giraffe"" in Scene 1, and the labels for the kid, soccer ball, and frog in Scene 2.",text,both,both,both,75_0_2
75,"Both scenes have a mix of natural and man-made elements, such as the wooden wall, grass, and tree trunk in Scene 2, and the concrete floor and metal ruler in Scene 1.",text,both,both,both,75_0_3
75,"Both scenes have a sense of playfulness or whimsy, with the colorful artwork and the inclusion of objects like a soccer ball and a frog making a peace sign.",text,both,both,both,75_0_4
75,Both images contain cartoon-style illustrations or drawings of children.,image,both,both,both,75_1_0
75,"Both images have a playful, childlike aesthetic with bright colors and simple designs.",image,both,both,both,75_1_1
75,"Both images incorporate geometric shapes, such as the checkerboard pattern in the first image and the soccer ball in the second image.",image,both,both,both,75_1_2
75,"Both images are displayed on a textured, wooden surface, giving them a rustic, handmade feel.",image,both,both,both,75_1_3
75,Both images convey a sense of youthfulness and imagination through the use of whimsical characters and elements.,image,both,both,both,75_1_4
75,"Both scenes feature painted or illustrated figures - the first scene has a painting of a boy and girl, while the second scene has paintings of a child, a soccer ball, and a frog.",both,both,both,both,75_2_0
75,"Both scenes incorporate text - the first scene has the words ""Boy"" and ""Girl"" written next to the painted figures, while the second scene has no explicit text but the painted figures convey a sense of playfulness and childhood.",both,both,both,both,75_2_2
75,"Both scenes include elements related to nature or the outdoors - the first scene has a dry leaf on the floor, while the second scene has a background of grass and a tree trunk.",both,both,both,both,75_2_4
75,"Both scenes feature geometric or patterned elements - the first scene has a mosaic tiled strip and a green diagonal strip, while the second scene has the horizontally positioned wooden beams of the wall.",both,both,both,both,75_2_6
75,"Both scenes have a sense of whimsy and creativity, with the painted figures and playful imagery conveying a lighthearted, educational, or childlike atmosphere.",both,both,both,both,75_2_8
76,"Both scenes feature an object or element that is reflective or has a reflective surface. In the first scene, the gold sword handle is reflective, and in the second scene, the hood of the BMW car has a reflective surface that shows the reflection of the trees and sky.",text,both,both,both,76_0_0
76,"Both scenes include elements of nature, such as trees and the sky. In the first scene, there are palm trees visible, and in the second scene, there are trees and a blue sky with cumulus clouds.",text,both,both,both,76_0_2
76,"Both scenes have a sense of contrast between light and dark. In the first scene, the nighttime setting creates a dark atmosphere, while the streetlight provides a source of light. In the second scene, the blue sky and clouds create a contrast with the dark trees.",text,both,both,both,76_0_4
76,"Both scenes include man-made objects or structures. In the first scene, the Captain Morgan statue is a man-made object, and in the second scene, the BMW car and its logo are man-made elements.",text,both,both,both,76_0_6
76,"Both scenes have a sense of depth and perspective. In the first scene, the palm trees and utility pole create a sense of depth, and in the second scene, the reflection",text,both,both,both,76_0_8
76,"Both images have a blue color scheme, with the sky being a deep blue in the second image.",image,both,both,both,76_1_0
76,"Both images feature trees or foliage, with the second image showing a canopy of trees against the blue sky.",image,both,both,both,76_1_1
76,"Both images have a prominent logo or symbol, with the first image showing a costumed character and the second image displaying the BMW logo.",image,both,both,both,76_1_2
76,"The lighting in both images creates a sense of drama and atmosphere, with the first image having a nighttime setting and the second image capturing the interplay of light and shadow.",image,both,both,both,76_1_3
76,"The compositions of both images draw the viewer's attention to the central subject, whether it's the costumed character or the BMW logo.",image,both,both,both,76_1_4
76,"Both scenes feature elements of nature - the first scene has palm trees, and the second scene has trees reflected in the car's hood.",both,both,both,both,76_2_0
76,"Both scenes have a blue sky, with the first scene showing a dark night sky and the second scene showing a bright, cloudy sky.",both,both,both,both,76_2_2
76,"Both scenes have man-made elements - the first scene has a statue and a utility pole, while the second scene has a BMW car.",both,both,both,both,76_2_4
76,"Both scenes have reflections - the first scene has the streetlight reflected in the sky, and the second scene has the trees reflected in the car's hood.",both,both,both,both,76_2_6
76,"Both scenes have a sense of contrast - the first scene has the bright red statue against the dark night, while the second scene has the blue sky and clouds contrasting with the blue BMW car.",both,both,both,both,76_2_8
77,Both scenes feature a wall or surface with a distinct pattern or design.,text,both,both,both,77_0_0
77,"Both scenes have a prominent text or signage element, with ""AVOCADO"" in Scene 1 and ""SODA"" in Scene 2.",text,both,both,both,77_0_1
77,"Both scenes have a mix of colors, with Scene 1 featuring red and green, and Scene 2 featuring red, white, and the potential for neon colors.",text,both,both,both,77_0_2
77,"Both scenes have a sense of lighting, with Scene 1 having a light shining on the wall and Scene 2 having sunlight illuminating the tiles.",text,both,both,both,77_0_3
77,"Both scenes have a sense of depth and perspective, with Scene 1 showing a close-up view and Scene 2 showing a medium view.",text,both,both,both,77_0_4
77,"Both images feature the word ""Avocado"" prominently displayed.",image,one,one,one,77_1_0
77,The text in both images is in a similar burgundy/maroon color.,image,one,both,one,77_1_1
77,Both images have a tiled wall background with a repeating pattern of red/burgundy tiles.,image,both,both,one,77_1_2
77,The text in both images appears to be in a similar cursive/script-like font style.,image,one,both,both,77_1_3
77,"The overall layout and composition of the two images is very similar, with the text centered and the tiled wall providing a consistent background.",image,both,both,both,77_1_4
77,Both scenes feature text displayed prominently on a wall or surface.,both,both,both,both,77_2_0
77,"The text in both scenes uses a bold, block-style font.",both,one,both,both,77_2_1
77,"The colors used in both scenes are similar, with a combination of red and white/gray tones.",both,both,both,both,77_2_2
77,"Both scenes have a geometric, structured layout with repeating patterns or elements (the square tiles in Scene 2, the framing lines in Scene 1).",both,both,both,both,77_2_3
77,"There is a sense of lighting and illumination present in both scenes, either from a light source shining on the wall (Scene 1) or natural sunlight (Scene 2).",both,both,both,both,77_2_4
78,"Both scenes feature illuminated elements, such as the red letters on the building in Scene 1 and the traffic lights and street signs in Scene 2.",text,both,both,both,78_0_0
78,"Both scenes have reflective surfaces, with the window panes reflecting the nighttime sky and surroundings in Scene 1, and the street signs and traffic lights reflecting light in Scene 2.",text,both,both,both,78_0_1
78,"Both scenes include elements of transportation infrastructure, such as the power line in Scene 1 and the traffic lights and street signs in Scene 2.",text,both,both,both,78_0_2
78,"Both scenes have a sense of nighttime or low-light conditions, with the nighttime sky and illuminated elements in Scene 1, and the heavily shadowed and cloudy sky in Scene 2.",text,both,both,both,78_0_3
78,"Both scenes include vegetation, with the tree branches visible in Scene 1 and the dark trees and branches in the background of Scene 2.",text,both,both,both,78_0_4
78,"Both images show illuminated signs or signals at night, indicating they are likely in an urban or commercial setting.",image,both,both,both,78_1_0
78,"The signs in both images use red illumination, which is a common color used for traffic signals and signage.",image,both,both,both,78_1_1
78,"The signs in both images appear to be mounted on poles or structures, suggesting they are part of a larger infrastructure or transportation system.",image,both,both,both,78_1_2
78,"The background in both images appears to be dark, with minimal other lighting or visual elements, putting the focus on the illuminated signs.",image,both,both,both,78_1_3
78,"The overall mood and atmosphere in both images seems to be one of nighttime or low-light conditions, creating a somewhat moody or atmospheric setting.",image,both,both,both,78_1_4
78,"Both scenes depict nighttime settings with artificial lighting, such as streetlights and illuminated signs.",both,both,both,both,78_2_0
78,"Both scenes include traffic-related elements, such as traffic lights and street signs.",both,both,both,both,78_2_1
78,"Both scenes feature reflections, either in the window panes or on the street.",both,both,both,both,78_2_2
78,"Both scenes have a sense of blurriness or obscured visibility, with some elements being more in focus than others.",both,both,both,both,78_2_3
78,"Both scenes have a mix of man-made structures (buildings, signs) and natural elements (trees, branches) in the background.",both,both,both,both,78_2_4
79,Both scenes involve playing cards.,text,both,both,both,79_0_0
79,Both scenes have a close-up view of the subject matter.,text,both,both,both,79_0_1
79,Both scenes have a blurred or out-of-focus background.,text,both,both,both,79_0_2
79,Both scenes feature a human hand or hands interacting with the subject matter.,text,both,both,both,79_0_3
79,"Both scenes have a neutral color palette, with the predominant colors being brown, white, and blue.",text,both,both,both,79_0_4
79,Both images contain a cat or cat-like animal.,image,one,unknown,one,79_1_0
79,"Both images show the cat/animal interacting with or holding something - in the first image, the cat is holding playing cards, and in the second image, a hand is holding a fan of playing cards.",image,both,both,both,79_1_1
79,The playing cards in both images appear to be vintage or old-fashioned in style.,image,both,both,both,79_1_2
79,"The backgrounds in both images are relatively simple, with the focus being on the cat/animal and the cards.",image,both,both,both,79_1_3
79,"The overall mood or tone of the two images seems similar, with a slightly whimsical or playful feel.",image,both,both,both,79_1_4
79,"Both scenes involve playing cards - the first scene shows a cat appearing to hold playing cards, while the second scene directly shows a hand holding a set of playing cards.",both,both,both,both,79_2_0
79,"The playing cards in both scenes appear to be worn and used, with speckles of dirt or damage visible on them.",both,both,both,both,79_2_2
79,"The backgrounds in both scenes are somewhat blurred or out of focus, drawing the attention to the main subjects (the cat and the hand holding cards).",both,both,both,both,79_2_4
79,"Both scenes have a partial view of another object or surface in the background, such as the wooden table in the first scene and the blue fabric couch in the second scene.",both,both,both,both,79_2_6
79,"The overall compositions of the two scenes have a similar close-up, intimate feel, focusing in on the central subjects (the cat and the hand holding cards).",both,both,both,both,79_2_8
